"AY","semester","emplid_ID","GPA","CREDITS","DEGREE","StartDate","EndDate","duration","LocationLatitude","LocationLongitude","Q103","Q1","Q2","Q2_3_TEXT","Q3","Q4","Q4_6_TEXT","Q5","Q6","Q6_1_TEXT","Q6_2_TEXT","Q7","Q8","Q9","Q10","Q10_1_TEXT","Q10_2_TEXT","Q10_3_TEXT","Q10_4_TEXT","Q10_5_TEXT","Q10_6_TEXT","Q10_8_TEXT","Q11","Q12","Q13","Q14","Q14_6_TEXT","Q15","Q16","BSMS11_PR","BSMS12_PR","Q95","Q102"
"2024","Spring","24135624",3.803,109,"BA","2024-04-05","2024-04-05","2855","40.7961","-73.9513","10703","2005","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology/Sociology ",NA,"3.4","1st year undergraduate","No","Middle Eastern or North African (E.g., Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian, etc.)",NA,NA,NA,NA,NA,"Yemeni",NA,"Yes","Yes","No","Single",NA,"Less than $60,000","$200 or less",NA,"Less than 60,000","Money and power ","Meeting with others "
"2024","Spring","24133341",3.696,156,"BA","2024-04-05","2024-04-05","1138","40.7252","-73.944","11223","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Computer Science","3.5","2nd year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Pakistani",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","Don't work","$60,000 to $99,999","It describes the social value or social role an individual has in society.","Moving up or down the social ladder in terms of the core social value or social role they have. "
"2024","Spring","24114405",3.212,120,"BS","2024-04-05","2024-04-05","646","40.7429","-73.9392","11101","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"2.8","3rd year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshi",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$201-$400",NA,"$60,000 to $99,999","Social status is how other's perceive you","Movement of one's status"
"2024","Spring","24211957",3.89,120,"BA","2024-04-06","2024-04-06","700","40.8343","-73.9235","10452","2003","Female",NA,"Female","Bisexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"3.8","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"No","No","No","Single",NA,"$100,000 to $150,000","$200 or less",NA,"$60,000 to $99,999","the level someone is in the socioeconomic spectrum ","what people do in order to move up in socioeconomic status "
"2024","Spring","24108844",3.4,49,"BA","2024-04-07","2024-04-07","949","40.7787","-73.9132","11103","2002","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Computer Science","3.3","3rd year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshi",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","I define it as a role you have in society and how other people perceive you. If you're role in society is to be a doctor than your ""social status"" is good because other people view you as a strong, intelligent, and empathetic person that helps other while earning good pay for your deeds.","I define it as the ability to change your role in society financially and socially, meaning you are able to move upwards from the current situation you have. For example, you may be working as a retail worker, but with good education you may one day end up owning the store when you're older. You are essentially moving ranks which usually improves everything else in your life."
"2024","Spring","24571979",3.365,39,"BA","2024-04-07","2024-04-07","3509","40.782","-73.9953","10036","2000","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Part-time (Fewer than 12 credits)","Undeclared (Please specify intended major):",NA,"Premed","2.9","Non-degree seeking","No","Middle Eastern or North African (E.g., Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian, etc.)",NA,NA,NA,NA,NA,"Palestinian ",NA,"Yes","Yes","No","Single",NA,"Greater than $300,000","$201-$400",NA,"$150,001 to $299,999","Someone’s perceived standing or importance in relation to other people within their society","The ability to meaningfully increase or decrease your social status throughout your life "
"2024","Spring","23961355",3.781,124,"BA","2024-04-07","2024-04-07","765","40.7123","-73.7985","11432","2002","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology, sociology",NA,"3.7","4th year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshi",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"Less than 60,000","Having good communication skills. ","Being able to network and knowing where to find resources. "
"2024","Spring","24286544",3.652,118,"BA","2024-04-08","2024-04-08","1555","40.6877","-73.9267","11221","2004","Female",NA,"Female","Uncertain/Questioning",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Pyschology ",NA,"3.4","2nd year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Black",NA,NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"Less than 60,000","Social status to me is a persons position in society","Social mobility is like a movement between social classes or positions."
"2024","Spring","24159783",3.75,121,"BA","2024-04-03","2024-04-08","417522","40.839","-73.946","10032","2003","Female",NA,"Female","Homosexual (as in ""lesbian"" or ""gay"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"3.734","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican ",NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","Social Status is where you stand in society financially and what opportunities you have available to you because of it. ","Social Mobility it’s the ability to move up in class "
"2024","Spring","24088873",3.014,122,"BA","2024-04-08","2024-04-08","3878","40.8171","-73.9392","10460","2004","Female",NA,"Female","Asexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"2.9","2nd year undergraduate","No","White or Caucasian (E.g., German, Irish, English, Italian, Polish, French, etc.)","White ",NA,NA,NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$601-$800",NA,"Greater than $300,000","Social status to me is the label you are connected to in terms of labels in society in terms of the value that you hold.","To me social mobility is the way you are able to maneuver."
"2024","Spring","24449366",3.764,42,"BS","2024-04-08","2024-04-08","9828","40.7961","-73.9513","11230","2005","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"3.75","1st year undergraduate","No","Some other race, ethnicity or origin",NA,NA,NA,NA,NA,NA,"Turkish ","Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","0","$150,001 to $299,999","I understand “social status” as your financial stability. The higher social status you have, the more financially stable you are in my opinion.","I understand “social mobility” as how many connections you have to get you to a higher social status."
"2024","Spring","24254148",3.068,126,"BA","2024-04-08","2024-04-08","1691","40.8494","-73.9016","10466","2003","Female",NA,"Gender queer","Asexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"2.8","2nd year undergraduate","Yes","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Black ",NA,NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","Idk","$100,000 to $150,000","a person's standing or importance in relation to other people within a society.","and it cannot necessarily be determined if the change is for good or bad."
"2024","Spring","24035117",3.079,120,"BA","2024-04-09","2024-04-09","1698","40.6739","-73.9358","11225","2002","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"2.6","4th year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Panamanian ",NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","When I hear social status I think of popularity or the food chain. The strongest or smartest would be on top. Or l social status can be seen a hierarchy like middle class, lower class, or upper class.","In my brain mobility mean the ability to movie, and when I hear social I think of people interacting with another. So I think social mobility is the ability to socialize with different people."
"2024","Spring","24393206",2.972,81,"BA","2024-04-09","2024-04-09","1965","40.7015","-73.8422","11432","2004","Male",NA,"Male","Uncertain/Questioning",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Engineering ","3.2","1st year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshi",NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","Other ( Please specify):","Unemployed ","$100,000 to $150,000","Social status is where a person in their community it has many factor like the wealth, education, family background and more.","The movement of individuals or group within social hierarchy, often influenced by factors like education, occupation, or income."
"2024","Spring","24366640",3.319,71,"BA","2024-04-10","2024-04-10","1076","40.8231","-73.9513","10453","2005","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Part-time (Fewer than 12 credits)","Declared (Please specify major):","Psychology",NA,"3.2","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"Less than 60,000","Social status for me is the level that you are in society based on economics, for example.","What I understand is moving from a social status to another."
"2024","Spring","24062359",3.85,6,"MA","2024-04-10","2024-04-10","1776","40.8231","-73.9513","11372","2002","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology BA",NA,"2.9","4th year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Ecuadorian ",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$601-$800",NA,"$100,000 to $150,000","A social value people possess","Ability to move up or down the social scale in a society "
"2024","Spring","24426363",2.71,83,"BA","2024-04-10","2024-04-10","1647","40.8596","-73.9316","10033","2004","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Flim ",NA,"2.4","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$200 or less",NA,"$60,000 to $99,999","To me I would be where in are consider by others in a status. Do you make more money than others, stuff like that. ","Moving status, I'm not too sure what social mobility truly means. "
"2024","Spring","24281158",3.696,124,"BA","2024-04-11","2024-04-11","1316","40.7653","-73.9589","10454","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","PSYCHOLOGY",NA,"3.4","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"ECUADORIAN AND GUATEMALAN",NA,NA,NA,NA,"Yes","No","No","Other:","IN A RELATIONSHIP ","$60,000 to $99,999","$201-$400",NA,"$100,000 to $150,000","Rank in society, mostly in class ","How someone changes their socio-economic status "
"2024","Spring","24298822",3.455,148,"BS","2024-04-11","2024-04-11","698","40.6764","-73.8753","11208","2004","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Computer Science","3.4","2nd year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshi",NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$200 or less",NA,"$60,000 to $99,999","Where you stand in society financially and how influential you are","The ability to move up and down in regards to social status"
"2024","Spring","24435256",3.304,69,"BS","2024-04-11","2024-04-11","794","40.7961","-73.9513","10029","2005","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"biology","3.6","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"dominican",NA,NA,NA,NA,"Yes","Yes","No","Single",NA,"Less than $60,000","Other ( Please specify):","100or less","$60,000 to $99,999","often","often"
"2024","Spring","24403000",3.508,92,"BA","2024-04-12","2024-04-12","3611","40.8231","-73.9513","10701","2004","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Psychology","3.9","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","Yes","No","Domestic partnership",NA,"$60,000 to $99,999","$200 or less",NA,"$60,000 to $99,999","Basically just how important someone is when compared to other people","Moving upwards or downwards in social status"
"2024","Spring","24420074",1.846,33,"BA","2024-04-12","2024-04-12","1395","40.8205","-73.9183","10455","2004","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"N/A","2.00","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Mexican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","0","$60,000 to $99,999","where you are interms of money","how you are able to grow"
"2024","Spring","24406217",3.025,68,"BA","2024-04-12","2024-04-12","1569","40.8547","-73.9218","10457","2005","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"2.8","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Mexican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"Less than 60,000","I define it as how known you are in your department and or job.","I’m not sure "
"2024","Spring","24198814",3.572,131,"BS","2024-04-14","2024-04-15","10260","40.822","-73.86","10473","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Biology ",NA,"3.6","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Hispanic ",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$200 or less",NA,"Less than 60,000","An individuals position in society ","Moving up or down from positions "
"2024","Spring","23838765",3.834,122,"BS","2024-04-15","2024-04-15","1043","40.8231","-73.9513","10314","2002","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.25","3rd year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Pakistani",NA,NA,NA,"Yes","Yes","Yes","Single",NA,"Less than $60,000","Other ( Please specify):","None","$60,000 to $99,999","As the economic and financial status one holds in society","Ones ability to move around be social"
"2024","Spring","24423705",2.815,82,"BA","2024-04-15","2024-04-15","1225","40.8231","-73.9513","10031","2005","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","psychology",NA,"1.7","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Mexican American",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","don't work","Less than 60,000","The rank that an individual holds, with attendant rights, duties, and lifestyle is. when people pick the people they want to hang with","How people grow socially "
"2024","Spring","24181888",3.271,100,"BA","2024-04-15","2024-04-15","2176","40.8622","-73.8902","10460","2002","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","psychology",NA,"3.6","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican, Puerto Rican",NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","Social status is the position you are in society. ","Social mobility to my understanding is when a person moves from one social status to another. "
"2024","Spring","24285294",3.141,60,"BA","2024-04-15","2024-04-15","1353","40.8312","-73.9067","10456","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Health science/Psychology ","3.1","2nd year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Gambian",NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$201-$400",NA,"$100,000 to $150,000","Someone’s position in society","Moving up the social status bar"
"2024","Spring","24163541",3.324,122,"BA","2024-04-15","2024-04-15","1231","40.6627","-73.9138","11233","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Theater ",NA,"3.5","3rd year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"African American ",NA,NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","0.00","Less than 60,000","How well you’re known ","How well you can get around different social groups "
"2024","Spring","24072781",3.293,123,"BS","2024-04-16","2024-04-16","652","40.8231","-73.9513","10573","2002","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"3.3","4th year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Half Puerto Rican half black ",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$201-$400",NA,"Less than 60,000","Social status is the amount of money and power someone can wield in life. ","You can move up the social ladder "
"2024","Spring","23980693",3.267,120,"BS","2024-04-16","2024-04-16","884","40.8231","-73.9513","10031","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","B.S. Psychology",NA,"3.0","3rd year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Nigerian",NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"$100,000 to $150,000","$201-$400",NA,"$150,001 to $299,999","ranking in accordance to societal standards","ability to change and navigate social status"
"2024","Spring","24408079",3.484,89,"BA/MA","2024-04-16","2024-04-16","1524","40.8646","-73.8981","10458","2005","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"3.5","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Mexican American ",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","Unemployed ","Less than 60,000","Social status is in someway what tells you apart from someone else kind of like a measurement of how much you even make I guess ","I don’t understand this term honesty speaking "
"2024","Spring","24155392",2.39,43,"BA","2024-04-17","2024-04-17","718","40.6713","-73.8943","11207","2004","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Electrical engineering ","2.4","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Mexican",NA,NA,NA,NA,"Yes","Yes","No","Single",NA,"$60,000 to $99,999","$200 or less",NA,"$100,000 to $150,000","Social Status means the status of your everyday life.","Social Mobility is how you move in your everyday life"
"2024","Spring","24316215",3.176,111,"BA","2024-04-18","2024-04-18","922","40.828","-73.8685","10469","2004","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"2.9","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$201-$400",NA,"$100,000 to $150,000","Social status is your position in society how much power or how much publicity or how much money you have  like what group do you fall in","I don’t really understand it much"
"2024","Spring","24246043",3.488,51,"BA","2024-04-18","2024-04-18","3978","40.598","-73.9467","11234","2005","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","English ",NA,"4.0","1st year undergraduate","No","White or Caucasian (E.g., German, Irish, English, Italian, Polish, French, etc.)","Russian",NA,NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"$100,000 to $150,000","$200 or less",NA,"$60,000 to $99,999","popularity ","not sure "
"2024","Spring","24331243",3.509,96,"BBA","2024-04-18","2024-04-18","2588","40.6627","-73.9138","11208","2004","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Computer Science ","3.80","1st year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshi",NA,NA,NA,"No","No","Yes","Single",NA,"Less than $60,000","$201-$400",NA,"$100,000 to $150,000","It refers to the honor or prestige attached to one's position in society. ","I dont know"
"2024","Spring","24134112",3.606,101,"BA","2024-04-18","2024-04-18","1602","40.6304","-74.1641","10303","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Biology ",NA,"3.5","2nd year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Haitian ",NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$201-$400",NA,"$100,000 to $150,000","social status refers to a person's rank within a society's hierarchy which is often determined by wealth, education, and family background. It's basically how people interact with one another and how it can affect access to opportunities","Social mobility is the movement of people or groups within a social hierarchy mainly from socioeconomic status to another. "
"2024","Spring","24149952",2.51,127,"BA","2024-04-19","2024-04-19","1734","40.8518","-73.8705","10462","2002","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","biology",NA,"2.5","3rd year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshi",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$601-$800",NA,"$100,000 to $150,000","Social status refers to an individual's position or rank within a social hierarchy. It's determined by various factors such as wealth, occupation, education, family background, and societal recognition. Essentially, it's about where someone stands in relation to others in terms of prestige, influence, and respect within a particular community or society.","n societies with high social mobility, individuals have relatively equal opportunities to improve their socioeconomic standing regardless of their background, while in societies with low social mobility, one's social status tends to be more rigidly determined by factors such as family background, race, gender, or education level."
"2024","Spring","24169031",2.345,108,"BA","2024-04-19","2024-04-19","1232","40.8231","-73.9513","11373","2004","Female",NA,"Female","Uncertain/Questioning",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology ",NA,"2.6","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Mexican American",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","Something made up by people to feel better about themselves. ","How someone moves throughout society?"
"2024","Spring","24099058",3.232,154,"BA","2024-04-19","2024-04-19","707","40.6801","-73.9207","10940","2002","Female",NA,"Female","Bisexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","psychology",NA,"3.4","4th year undergraduate","No","Some other race, ethnicity or origin",NA,NA,NA,NA,NA,NA,"native hawaiian and egyptian ","Yes","No","Yes","Single",NA,"$100,000 to $150,000","$200 or less",NA,"$60,000 to $99,999","The position that you are in socio-economically, with intersections based on characteristics that may cause discrimination? ","Being able to change socio-economic brackets"
"2024","Spring","24192963",2.241,121,"BA","2024-04-19","2024-04-19","8401","40.66","-73.839","11434","2003","Male",NA,"Male","Bisexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","theater",NA,"3.0","3rd year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Jamaican",NA,NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$201-$400",NA,"Less than 60,000","position or rank in society","ability to move in between social classes"
"2024","Spring","24441996",3.517,134,"BS","2024-04-20","2024-04-20","1716","40.6704","-73.6981","11003","2005","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Biomedical Science",NA,"3.3","1st year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Jamaican American",NA,NA,NA,NA,NA,"No","No","No","Single",NA,"$100,000 to $150,000","$601-$800",NA,"$150,001 to $299,999","I would define social status as the way in which a society views you","The shift in one's social status "
"2024","Spring","24407159",3.628,74,"BA","2024-04-20","2024-04-20","1811","40.8527","-73.9383","10033","2005","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","psychology",NA,"3.2","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$1001-$1200",NA,"$60,000 to $99,999","your place in the social hierarchy. you can be poor or middle class or even one of the elites of the world.","the change to your social status. so you can be middle class and then become insanely poor or insanely rich"
"2024","Spring","24509397",2.882,43,"BS","2024-04-21","2024-04-21","994","40.8905","-74.0504","07601","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Computer Science",NA,"0","1st year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshi",NA,NA,NA,"Yes","No","Yes","Single",NA,"$60,000 to $99,999","Other ( Please specify):","I don't work","$100,000 to $150,000","one's situation or position in society","change in social situation"
"2024","Spring","24032150",3.828,125,"BA","2024-04-22","2024-04-22","656","40.8518","-73.8705","10462","2002","Female",NA,"Female","Asexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Communications",NA,"3.8","4th year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$601-$800",NA,"$100,000 to $150,000","Popularity ","Advancment"
