danceability,mode,acousticness,valence,genre
0.912,1,0.218,0.716,Underground Rap
0.733,1,0.0612,0.592,Underground Rap
0.872,0,0.111,0.696,Underground Rap
0.879,0,0.762,0.543,Underground Rap
0.904,1,0.00119,0.257,Underground Rap
0.694,1,0.011,0.265,Underground Rap
0.816,1,0.0596,0.346,Underground Rap
0.772,1,0.113,0.233,Underground Rap
0.749,1,0.00448,0.858,Underground Rap
0.884,0,0.222,0.851,Underground Rap
0.774,0,0.397,0.55,Underground Rap
0.929,1,0.122,0.382,Underground Rap
0.984,1,0.0682,0.236,Underground Rap
0.567,0,0.0121,0.272,Underground Rap
0.838,0,0.0624,0.117,Underground Rap
0.807,1,0.153,0.246,Underground Rap
0.744,1,0.225,0.695,Underground Rap
0.816,1,0.00414,0.269,Underground Rap
0.767,0,0.0397,0.474,Underground Rap
0.789,1,0.0196,0.247,Underground Rap
0.661,1,0.379,0.444,Underground Rap
0.741,0,0.058,0.18,Underground Rap
0.725,1,0.0814,0.565,Underground Rap
0.768,1,0.00764,0.316,Underground Rap
0.662,1,0.577,0.268,Underground Rap
0.853,1,0.079,0.31,Underground Rap
0.528,1,0.0104,0.0818,Underground Rap
0.79,0,0.204,0.359,Underground Rap
0.814,1,0.0812,0.3,Underground Rap
0.743,0,0.00123,0.748,Underground Rap
0.927,1,0.00262,0.505,Underground Rap
0.936,0,0.747,0.812,Underground Rap
0.89,0,0.523,0.565,Underground Rap
0.769,1,0.386,0.0393,Underground Rap
0.862,1,0.0466,0.373,Underground Rap
0.823,1,0.243,0.557,Underground Rap
0.869,1,0.0643,0.419,Underground Rap
0.535,1,0.00146,0.214,Underground Rap
0.744,0,0.104,0.228,Underground Rap
0.722,1,0.528,0.0638,Underground Rap
0.751,0,0.257,0.644,Underground Rap
0.895,1,0.00236,0.743,Underground Rap
0.829,1,0.858,0.367,Underground Rap
0.633,0,0.0833,0.486,Underground Rap
0.611,1,0.0485,0.627,Underground Rap
0.945,1,0.0106,0.55,Underground Rap
0.912,1,0.0257,0.509,Underground Rap
0.606,1,0.372,0.706,Underground Rap
0.707,1,0.0397,0.223,Underground Rap
0.743,1,0.0259,0.266,Underground Rap
0.725,0,0.417,0.31,Underground Rap
0.466,0,0.0737,0.41,Underground Rap
0.672,1,0.0223,0.0499,Underground Rap
0.866,1,0.00386,0.329,Underground Rap
0.769,0,0.0672,0.439,Underground Rap
0.75,1,0.0564,0.374,Underground Rap
0.812,0,0.0939,0.277,Underground Rap
0.843,1,0.069,0.156,Underground Rap
0.886,1,0.236,0.708,Underground Rap
0.943,0,0.0673,0.815,Underground Rap
0.661,1,0.0202,0.412,Underground Rap
0.769,1,0.0495,0.613,Underground Rap
0.733,1,0.121,0.841,Underground Rap
0.803,1,0.0238,0.179,Underground Rap
0.726,0,0.0193,0.323,Underground Rap
0.86,1,0.00335,0.479,Underground Rap
0.886,1,0.0562,0.514,Underground Rap
0.865,0,0.0498,0.857,Underground Rap
0.606,1,0.31,0.608,Underground Rap
0.89,1,0.0269,0.439,Underground Rap
0.711,1,0.065,0.706,Underground Rap
0.691,1,0.00115,0.299,Underground Rap
0.842,1,0.00252,0.298,Underground Rap
0.629,1,0.00981,0.453,Underground Rap
0.899,0,0.182,0.657,Underground Rap
0.771,0,0.055,0.573,Underground Rap
0.597,0,0.209,0.771,Underground Rap
0.766,1,0.182,0.324,Underground Rap
0.918,1,0.234,0.855,Underground Rap
0.797,1,0.0486,0.337,Underground Rap
0.538,1,0.308,0.684,Underground Rap
0.946,1,0.0178,0.418,Underground Rap
0.944,0,0.00754,0.489,Underground Rap
0.879,0,0.203,0.212,Underground Rap
0.695,0,0.000424,0.354,Underground Rap
0.598,0,0.00534,0.379,Underground Rap
0.766,1,0.00266,0.352,Underground Rap
0.709,0,0.188,0.366,Underground Rap
0.944,1,0.0181,0.422,Underground Rap
0.466,0,0.0116,0.337,Underground Rap
0.79,1,0.0151,0.75,Underground Rap
0.815,1,0.036,0.169,Underground Rap
0.923,1,0.104,0.168,Underground Rap
0.808,1,0.135,0.672,Underground Rap
0.733,1,0.206,0.9,Underground Rap
0.884,1,0.0125,0.44,Underground Rap
0.803,0,0.00538,0.535,Underground Rap
0.804,0,0.11,0.762,Underground Rap
0.677,0,0.018,0.451,Underground Rap
0.844,1,0.00343,0.098,Underground Rap
0.808,1,0.0143,0.0834,Underground Rap
0.492,1,0.865,0.159,Underground Rap
0.808,0,0.243,0.395,Underground Rap
0.887,0,0.0251,0.366,Underground Rap
0.859,0,0.0808,0.823,Underground Rap
0.733,1,0.142,0.437,Underground Rap
0.798,1,0.0186,0.526,Underground Rap
0.719,1,0.0558,0.822,Underground Rap
0.63,1,0.0131,0.163,Underground Rap
0.847,1,0.0346,0.211,Underground Rap
0.812,1,0.131,0.285,Underground Rap
0.681,1,0.000856,0.225,Underground Rap
0.556,1,0.435,0.225,Underground Rap
0.583,1,0.00127,0.153,Underground Rap
0.715,1,0.627,0.443,Underground Rap
0.775,0,0.459,0.215,Underground Rap
0.838,1,0.0732,0.47,Underground Rap
0.895,1,0.0183,0.763,Underground Rap
0.655,1,0.145,0.174,Underground Rap
0.972,1,0.000416,0.292,Underground Rap
0.867,1,0.268,0.645,Underground Rap
0.878,1,0.0139,0.139,Underground Rap
0.725,1,0.146,0.116,Underground Rap
0.807,0,0.164,0.225,Underground Rap
0.935,1,0.0435,0.273,Underground Rap
0.867,0,0.0725,0.456,Underground Rap
0.713,0,0.000949,0.645,Underground Rap
0.865,1,0.037,0.372,Underground Rap
0.876,0,0.0709,0.605,Underground Rap
0.62,0,0.00189,0.286,Underground Rap
0.875,1,0.0966,0.381,Underground Rap
0.791,1,0.0225,0.209,Underground Rap
0.722,0,0.188,0.596,Underground Rap
0.802,0,0.204,0.877,Underground Rap
0.779,0,0.0262,0.419,Underground Rap
0.883,1,0.00688,0.401,Underground Rap
0.945,1,0.192,0.65,Underground Rap
0.563,1,0.399,0.285,Underground Rap
0.821,1,0.144,0.136,Underground Rap
0.852,0,0.354,0.803,Underground Rap
0.818,1,0.254,0.205,Underground Rap
0.648,0,0.0321,0.306,Underground Rap
0.791,0,0.653,0.176,Underground Rap
0.77,1,0.472,0.452,Underground Rap
0.701,1,0.0816,0.839,Underground Rap
0.599,0,0.124,0.199,Underground Rap
0.704,0,0.185,0.17,Underground Rap
0.862,1,0.0548,0.394,Underground Rap
0.839,1,0.00405,0.24,Underground Rap
0.803,1,0.0602,0.174,Underground Rap
0.744,1,0.0343,0.296,Underground Rap
0.865,1,0.354,0.631,Underground Rap
0.761,0,0.768,0.349,Underground Rap
0.899,0,0.208,0.393,Underground Rap
0.753,1,0.0439,0.349,Underground Rap
0.761,1,0.00807,0.184,Underground Rap
0.88,1,0.0343,0.939,Underground Rap
0.607,1,0.047,0.585,Underground Rap
0.691,1,0.547,0.456,Underground Rap
0.695,1,0.648,0.167,Underground Rap
0.886,1,0.147,0.135,Underground Rap
0.668,0,0.161,0.31,Underground Rap
0.852,0,0.104,0.592,Underground Rap
0.594,0,0.00245,0.314,Underground Rap
0.861,1,0.468,0.293,Underground Rap
0.676,0,0.0839,0.197,Underground Rap
0.849,1,0.00493,0.271,Underground Rap
0.69,0,0.128,0.503,Underground Rap
0.638,1,0.22,0.247,Underground Rap
0.798,1,0.00591,0.0524,Underground Rap
0.778,1,0.00157,0.823,Underground Rap
0.805,0,0.248,0.214,Underground Rap
0.939,1,0.294,0.546,Underground Rap
0.76,1,0.00544,0.361,Underground Rap
0.823,1,0.00618,0.267,Underground Rap
0.682,1,0.13,0.428,Underground Rap
0.862,1,0.00739,0.165,Underground Rap
0.728,0,0.749,0.629,Underground Rap
0.844,1,0.0247,0.674,Underground Rap
0.737,1,0.0819,0.143,Underground Rap
0.789,0,0.0159,0.547,Underground Rap
0.674,0,0.0791,0.547,Underground Rap
0.708,1,0.342,0.535,Underground Rap
0.749,1,0.187,0.778,Underground Rap
0.864,0,0.594,0.835,Underground Rap
0.952,0,0.0167,0.31,Underground Rap
0.619,0,0.0689,0.507,Underground Rap
0.698,1,0.183,0.29,Underground Rap
0.81,1,0.478,0.473,Underground Rap
0.881,1,0.0043,0.692,Underground Rap
0.927,0,0.029,0.364,Underground Rap
0.599,1,0.0321,0.469,Underground Rap
0.873,1,0.142,0.736,Underground Rap
0.876,0,0.0208,0.962,Underground Rap
0.816,1,0.163,0.704,Underground Rap
0.676,1,0.0281,0.146,Underground Rap
0.508,0,0.0329,0.345,Underground Rap
0.847,0,0.00109,0.376,Underground Rap
0.533,0,0.00428,0.33,Underground Rap
0.611,1,0.0264,0.393,Underground Rap
0.759,1,0.0806,0.228,Underground Rap
0.793,0,0.01,0.874,Underground Rap
0.72,1,0.00923,0.0785,Underground Rap
0.6,1,0.0155,0.335,Underground Rap
0.841,1,0.0246,0.284,Underground Rap
0.866,1,0.0101,0.504,Underground Rap
0.755,1,0.0123,0.435,Underground Rap
0.585,0,0.124,0.129,Underground Rap
0.732,0,0.401,0.28,Underground Rap
0.837,1,0.0509,0.503,Underground Rap
0.932,1,0.000892,0.529,Underground Rap
0.867,0,0.321,0.963,Underground Rap
0.798,1,0.244,0.354,Underground Rap
0.785,0,0.123,0.236,Underground Rap
0.8,1,0.097,0.53,Underground Rap
0.894,1,0.0296,0.432,Underground Rap
0.775,1,0.00703,0.289,Underground Rap
0.901,0,0.0155,0.397,Underground Rap
0.82,1,0.372,0.902,Underground Rap
0.906,0,0.0578,0.701,Underground Rap
0.412,1,0.787,0.226,Underground Rap
0.82,0,0.0115,0.683,Underground Rap
0.822,0,0.0213,0.346,Underground Rap
0.691,1,0.0299,0.358,Underground Rap
0.934,1,0.0238,0.0875,Underground Rap
0.877,1,0.25,0.566,Underground Rap
0.767,1,0.0217,0.339,Underground Rap
0.635,1,0.408,0.649,Underground Rap
0.818,1,0.0107,0.761,Underground Rap
0.758,1,0.397,0.598,Underground Rap
0.8,1,0.0128,0.462,Underground Rap
0.777,1,0.00243,0.0511,Underground Rap
0.961,1,0.0129,0.64,Underground Rap
0.876,1,0.0227,0.258,Underground Rap
0.76,0,0.0978,0.478,Underground Rap
0.737,1,0.514,0.561,Underground Rap
0.734,1,0.0133,0.256,Underground Rap
0.718,1,0.138,0.519,Underground Rap
0.821,0,0.434,0.241,Underground Rap
0.889,1,0.103,0.526,Underground Rap
0.727,1,0.103,0.682,Underground Rap
0.621,0,0.21,0.228,Underground Rap
0.669,0,0.06,0.618,Underground Rap
0.605,0,0.779,0.336,Underground Rap
0.794,0,0.0806,0.276,Underground Rap
0.642,0,0.0515,0.331,Underground Rap
0.721,1,0.00601,0.176,Underground Rap
0.835,1,0.0679,0.216,Underground Rap
0.514,1,0.177,0.287,Underground Rap
0.86,1,0.135,0.307,Underground Rap
0.679,1,0.145,0.635,Underground Rap
0.723,0,0.196,0.603,Underground Rap
0.81,1,0.36,0.382,Underground Rap
0.56,1,0.728,0.223,Underground Rap
0.854,0,0.175,0.172,Underground Rap
0.705,0,0.0805,0.929,Underground Rap
0.742,1,0.0381,0.502,Underground Rap
0.713,1,0.00767,0.131,Underground Rap
0.746,1,0.252,0.337,Underground Rap
0.801,1,0.0339,0.204,Underground Rap
0.811,1,0.237,0.319,Underground Rap
0.611,0,0.184,0.628,Underground Rap
0.916,1,0.08,0.493,Underground Rap
0.917,1,0.236,0.768,Underground Rap
0.875,1,0.237,0.281,Underground Rap
0.725,1,0.0321,0.811,Underground Rap
0.551,1,0.314,0.209,Underground Rap
0.799,0,0.00401,0.68,Underground Rap
0.866,1,0.009,0.0798,Underground Rap
0.921,1,0.525,0.753,Underground Rap
0.81,0,0.588,0.0727,Underground Rap
0.805,1,0.0484,0.17,Underground Rap
0.882,1,0.255,0.314,Underground Rap
0.851,1,0.474,0.62,Underground Rap
0.86,1,0.405,0.337,Underground Rap
0.897,1,0.000725,0.316,Underground Rap
0.652,0,0.156,0.788,Underground Rap
0.672,0,0.0116,0.392,Underground Rap
0.865,1,0.033,0.396,Underground Rap
0.746,0,0.737,0.498,Underground Rap
0.795,0,0.103,0.465,Underground Rap
0.869,0,0.025,0.531,Underground Rap
0.819,0,0.0902,0.65,Underground Rap
0.765,1,0.278,0.734,Underground Rap
0.776,0,0.00157,0.324,Underground Rap
0.823,1,0.0143,0.854,Underground Rap
0.841,0,0.289,0.278,Underground Rap
0.811,1,0.0224,0.214,Underground Rap
0.865,1,0.0267,0.347,Underground Rap
0.819,0,0.0601,0.218,Underground Rap
0.732,1,0.097,0.321,Underground Rap
0.899,0,0.182,0.657,Underground Rap
0.778,1,0.131,0.335,Underground Rap
0.832,1,0.032,0.283,Underground Rap
0.461,1,0.947,0.531,Underground Rap
0.777,1,0.299,0.678,Underground Rap
0.585,1,0.339,0.227,Underground Rap
0.665,1,0.0414,0.237,Underground Rap
0.44,1,0.0568,0.168,Underground Rap
0.472,1,0.317,0.123,Underground Rap
0.561,1,0.217,0.0479,Underground Rap
0.645,1,0.0416,0.501,Underground Rap
0.515,1,0.0102,0.104,Underground Rap
0.846,1,0.0376,0.611,Underground Rap
0.721,0,0.0996,0.508,Underground Rap
0.925,1,0.396,0.0904,Underground Rap
0.635,1,0.132,0.686,Underground Rap
0.373,0,0.0568,0.293,Underground Rap
0.871,1,0.14,0.623,Underground Rap
0.705,1,0.257,0.283,Underground Rap
0.644,0,0.0114,0.673,Underground Rap
0.763,0,0.639,0.504,Underground Rap
0.441,1,0.0698,0.138,Underground Rap
0.598,0,0.621,0.544,Underground Rap
0.851,1,0.167,0.651,Underground Rap
0.853,1,0.0239,0.662,Underground Rap
0.712,0,0.00901,0.16,Underground Rap
0.674,0,0.126,0.443,Underground Rap
0.88,0,0.136,0.715,Underground Rap
0.797,0,0.0925,0.338,Underground Rap
0.732,0,0.194,0.493,Underground Rap
0.731,1,0.107,0.605,Underground Rap
0.86,0,0.0408,0.15,Underground Rap
0.876,0,0.0608,0.844,Underground Rap
0.953,1,0.00389,0.351,Underground Rap
0.622,1,0.507,0.0757,Underground Rap
0.903,1,0.0286,0.596,Underground Rap
0.585,1,0.339,0.227,Underground Rap
0.631,1,0.0811,0.282,Underground Rap
0.786,1,0.048,0.288,Underground Rap
0.709,1,0.00966,0.439,Underground Rap
0.415,1,0.108,0.468,Underground Rap
0.293,0,0.0267,0.0387,Underground Rap
0.694,1,0.00398,0.152,Underground Rap
0.736,0,0.0652,0.574,Underground Rap
0.667,0,0.245,0.449,Underground Rap
0.794,0,0.591,0.588,Underground Rap
0.88,1,0.196,0.383,Underground Rap
0.734,0,0.0224,0.191,Underground Rap
0.884,0,0.00284,0.916,Underground Rap
0.594,1,0.135,0.472,Underground Rap
0.706,1,0.337,0.144,Underground Rap
0.772,1,0.15,0.261,Underground Rap
0.727,1,0.218,0.102,Underground Rap
0.821,0,0.176,0.558,Underground Rap
0.815,1,0.0802,0.864,Underground Rap
0.83,1,0.094,0.8,Underground Rap
0.767,0,0.0264,0.194,Underground Rap
0.872,1,0.0664,0.402,Underground Rap
0.871,0,0.644,0.232,Underground Rap
0.638,1,0.00454,0.422,Underground Rap
0.63,0,0.000967,0.634,Underground Rap
0.593,1,0.0693,0.377,Underground Rap
0.565,0,0.0352,0.303,Underground Rap
0.931,0,0.0186,0.124,Underground Rap
0.814,1,0.00839,0.405,Underground Rap
0.716,1,0.125,0.705,Underground Rap
0.862,0,0.191,0.437,Underground Rap
0.843,1,0.0424,0.113,Underground Rap
0.912,1,0.154,0.103,Underground Rap
0.56,0,0.396,0.289,Underground Rap
0.71,0,0.22,0.697,Underground Rap
0.677,1,0.000266,0.368,Underground Rap
0.783,1,0.0404,0.153,Underground Rap
0.843,1,0.293,0.477,Underground Rap
0.86,1,0.0608,0.74,Underground Rap
0.575,1,0.382,0.389,Underground Rap
0.806,1,0.0556,0.407,Underground Rap
0.548,1,0.00776,0.346,Underground Rap
0.709,0,0.00518,0.356,Underground Rap
0.853,1,0.0236,0.832,Underground Rap
0.848,1,0.256,0.718,Underground Rap
0.546,1,0.00161,0.0918,Underground Rap
0.942,1,0.00201,0.528,Underground Rap
0.836,0,0.187,0.7,Underground Rap
0.687,0,0.0187,0.506,Underground Rap
0.493,1,0.095,0.75,Underground Rap
0.588,0,0.0724,0.121,Underground Rap
0.597,0,0.137,0.512,Underground Rap
0.835,0,0.262,0.448,Underground Rap
0.765,0,0.0741,0.859,Underground Rap
0.778,0,0.015,0.269,Underground Rap
0.693,1,0.0154,0.497,Underground Rap
0.932,1,0.115,0.623,Underground Rap
0.974,1,0.0976,0.892,Underground Rap
0.809,1,0.392,0.244,Underground Rap
0.89,0,0.0334,0.29,Underground Rap
0.837,1,0.0144,0.0734,Underground Rap
0.722,0,0.145,0.796,Underground Rap
0.901,1,0.0646,0.452,Underground Rap
0.546,1,0.0145,0.615,Underground Rap
0.69,0,0.0686,0.135,Underground Rap
0.776,1,0.213,0.575,Underground Rap
0.838,1,0.00211,0.108,Underground Rap
0.744,1,0.105,0.556,Underground Rap
0.637,1,0.0366,0.285,Underground Rap
0.737,0,0.115,0.26,Underground Rap
0.76,1,0.0543,0.0479,Underground Rap
0.653,0,0.114,0.26,Underground Rap
0.891,1,0.0216,0.18,Underground Rap
0.798,1,0.101,0.571,Underground Rap
0.663,0,0.0312,0.433,Underground Rap
0.632,0,0.0136,0.485,Underground Rap
0.41,1,0.285,0.2,Underground Rap
0.883,1,0.0238,0.906,Underground Rap
0.802,0,0.275,0.712,Underground Rap
0.61,1,0.00226,0.661,Underground Rap
0.67,1,0.000224,0.364,Underground Rap
0.982,0,0.0019,0.225,Underground Rap
0.881,1,0.257,0.745,Underground Rap
0.878,1,0.0073,0.365,Underground Rap
0.724,0,0.459,0.112,Underground Rap
0.721,0,0.0959,0.31,Underground Rap
0.868,1,0.465,0.553,Underground Rap
0.805,0,0.501,0.391,Underground Rap
0.787,1,0.0849,0.761,Underground Rap
0.855,1,0.122,0.232,Underground Rap
0.832,0,0.241,0.592,Underground Rap
0.788,1,0.0524,0.367,Underground Rap
0.834,1,0.21,0.533,Underground Rap
0.61,1,0.0171,0.399,Underground Rap
0.68,0,0.00241,0.573,Underground Rap
0.854,0,0.0609,0.294,Underground Rap
0.852,1,0.0559,0.656,Underground Rap
0.81,1,0.00836,0.309,Underground Rap
0.645,0,0.333,0.333,Underground Rap
0.658,0,0.113,0.804,Underground Rap
0.638,1,0.0102,0.445,Underground Rap
0.899,0,0.0111,0.234,Underground Rap
0.668,0,0.0017,0.185,Underground Rap
0.901,1,0.0038,0.295,Underground Rap
0.762,0,0.00265,0.141,Underground Rap
0.762,0,0.457,0.797,Underground Rap
0.763,1,0.18,0.532,Underground Rap
0.907,0,0.128,0.67,Underground Rap
0.735,1,0.226,0.69,Underground Rap
0.808,1,0.309,0.632,Underground Rap
0.806,0,0.191,0.689,Underground Rap
0.515,0,0.0493,0.765,Underground Rap
0.487,1,0.0538,0.217,Underground Rap
0.87,1,0.449,0.684,Underground Rap
0.48,0,0.0509,0.257,Underground Rap
0.667,1,0.0641,0.669,Underground Rap
0.564,0,0.128,0.738,Underground Rap
0.975,1,0.0783,0.671,Underground Rap
0.805,1,0.546,0.574,Underground Rap
0.869,1,0.326,0.799,Underground Rap
0.859,1,0.137,0.631,Underground Rap
0.871,1,0.0262,0.83,Underground Rap
0.9,1,0.207,0.661,Underground Rap
0.713,1,0.0522,0.506,Underground Rap
0.808,1,0.141,0.0863,Underground Rap
0.771,1,0.203,0.389,Underground Rap
0.681,1,0.0441,0.75,Underground Rap
0.645,1,0.00835,0.566,Underground Rap
0.857,0,0.08,0.8,Underground Rap
0.917,1,0.187,0.711,Underground Rap
0.852,1,0.0215,0.967,Underground Rap
0.737,0,0.403,0.358,Underground Rap
0.734,0,0.0462,0.648,Underground Rap
0.885,1,0.182,0.926,Underground Rap
0.827,1,0.00172,0.571,Underground Rap
0.81,1,0.0134,0.181,Underground Rap
0.85,1,0.000404,0.12,Underground Rap
0.71,1,0.128,0.621,Underground Rap
0.914,1,0.0031,0.215,Underground Rap
0.766,0,0.098,0.612,Underground Rap
0.755,0,0.483,0.817,Underground Rap
0.806,0,0.0252,0.406,Underground Rap
0.768,1,0.0754,0.398,Underground Rap
0.753,0,0.182,0.475,Underground Rap
0.771,1,0.0702,0.523,Underground Rap
0.857,0,0.021,0.385,Underground Rap
0.89,1,0.0643,0.338,Underground Rap
0.827,1,0.0901,0.232,Underground Rap
0.741,0,0.514,0.717,Underground Rap
0.786,0,0.41,0.192,Underground Rap
0.888,0,0.128,0.557,Underground Rap
0.724,1,0.14,0.464,Underground Rap
0.55,0,0.109,0.849,Underground Rap
0.871,1,0.401,0.559,Underground Rap
0.612,1,0.518,0.486,Underground Rap
0.927,1,0.301,0.675,Underground Rap
0.538,1,0.0519,0.524,Underground Rap
0.834,0,0.538,0.382,Underground Rap
0.78,1,0.409,0.786,Underground Rap
0.425,1,0.0639,0.0679,Underground Rap
0.771,1,0.0939,0.232,Underground Rap
0.896,1,0.0809,0.12,Underground Rap
0.714,0,0.0644,0.601,Underground Rap
0.539,0,0.016,0.166,Underground Rap
0.601,1,0.0848,0.386,Underground Rap
0.628,0,0.0113,0.362,Underground Rap
0.963,1,0.215,0.563,Underground Rap
0.774,1,0.324,0.84,Underground Rap
0.87,1,0.145,0.798,Underground Rap
0.687,1,0.0515,0.277,Underground Rap
0.792,0,0.0196,0.786,Underground Rap
0.69,1,0.24,0.348,Underground Rap
0.767,1,0.0603,0.295,Underground Rap
0.859,1,0.203,0.446,Underground Rap
0.798,1,0.217,0.591,Underground Rap
0.809,0,0.149,0.549,Underground Rap
0.768,1,0.469,0.883,Underground Rap
0.796,1,0.118,0.227,Underground Rap
0.926,1,0.036,0.34,Underground Rap
0.764,0,0.469,0.51,Underground Rap
0.936,1,0.0473,0.704,Underground Rap
0.594,1,0.00354,0.0541,Underground Rap
0.364,1,0.000402,0.0837,Underground Rap
0.587,1,0.171,0.381,Underground Rap
0.836,0,0.274,0.37,Underground Rap
0.804,0,0.0319,0.257,Underground Rap
0.874,1,0.00483,0.348,Underground Rap
0.75,1,0.00619,0.377,Underground Rap
0.716,0,0.114,0.219,Underground Rap
0.886,0,0.077,0.408,Underground Rap
0.844,1,0.0231,0.683,Underground Rap
0.814,1,0.0105,0.711,Underground Rap
0.537,0,0.222,0.389,Underground Rap
0.456,1,0.363,0.0541,Underground Rap
0.868,1,0.0122,0.265,Underground Rap
0.685,1,0.377,0.527,Underground Rap
0.779,1,0.00296,0.578,Underground Rap
0.752,0,0.0538,0.35,Underground Rap
0.924,1,0.0124,0.598,Underground Rap
0.817,0,0.00851,0.579,Underground Rap
0.716,0,0.0477,0.287,Underground Rap
0.896,1,0.115,0.421,Underground Rap
0.709,1,0.162,0.68,Underground Rap
0.538,0,0.308,0.551,Underground Rap
0.799,1,0.0521,0.844,Underground Rap
0.862,0,0.0342,0.672,Underground Rap
0.797,1,0.376,0.465,Underground Rap
0.834,1,0.128,0.956,Underground Rap
0.837,1,0.21,0.749,Underground Rap
0.752,0,0.0189,0.4,Underground Rap
0.85,1,0.426,0.66,Underground Rap
0.868,0,0.025,0.398,Underground Rap
0.776,1,0.149,0.326,Underground Rap
0.492,0,0.154,0.47,Underground Rap
0.765,0,0.0643,0.218,Underground Rap
0.857,0,0.237,0.67,Underground Rap
0.823,1,0.243,0.847,Underground Rap
0.768,1,0.00825,0.261,Underground Rap
0.783,1,0.639,0.668,Underground Rap
0.798,1,0.495,0.791,Underground Rap
0.876,1,0.00149,0.128,Underground Rap
0.742,1,0.0951,0.736,Underground Rap
0.652,1,0.379,0.117,Underground Rap
0.928,1,0.23,0.252,Underground Rap
0.802,0,0.0279,0.502,Underground Rap
0.95,0,0.0624,0.815,Underground Rap
0.747,0,0.336,0.195,Underground Rap
0.926,1,0.0607,0.82,Underground Rap
0.734,1,0.0561,0.736,Underground Rap
0.84,0,0.0801,0.432,Underground Rap
0.62,0,0.0427,0.454,Underground Rap
0.721,0,0.338,0.358,Underground Rap
0.845,0,0.682,0.43,Underground Rap
0.832,0,0.345,0.116,Underground Rap
0.691,1,0.15,0.57,Underground Rap
0.706,1,0.00166,0.343,Underground Rap
0.691,1,0.0923,0.392,Underground Rap
0.595,1,0.474,0.105,Underground Rap
0.817,1,0.072,0.365,Underground Rap
0.632,1,0.0782,0.199,Underground Rap
0.732,0,0.126,0.117,Underground Rap
0.891,1,0.114,0.084,Underground Rap
0.849,1,0.0154,0.224,Underground Rap
0.756,1,0.00834,0.308,Underground Rap
0.757,1,0.273,0.353,Underground Rap
0.748,1,0.000322,0.17,Underground Rap
0.962,1,0.14,0.612,Underground Rap
0.74,1,0.00398,0.342,Underground Rap
0.476,1,0.108,0.118,Underground Rap
0.812,1,0.45,0.609,Underground Rap
0.81,1,0.0444,0.155,Underground Rap
0.708,0,0.0816,0.412,Underground Rap
0.684,0,0.0034,0.325,Underground Rap
0.693,0,0.000377,0.307,Underground Rap
0.551,0,0.194,0.692,Underground Rap
0.579,1,0.0605,0.312,Underground Rap
0.734,0,0.847,0.689,Underground Rap
0.399,1,0.542,0.403,Underground Rap
0.897,1,0.023,0.633,Underground Rap
0.725,1,0.0406,0.43,Underground Rap
0.802,1,0.0137,0.397,Underground Rap
0.975,0,0.14,0.56,Underground Rap
0.721,0,0.22,0.511,Underground Rap
0.469,0,0.423,0.272,Underground Rap
0.807,0,0.0919,0.557,Underground Rap
0.881,1,0.462,0.334,Underground Rap
0.955,0,0.231,0.622,Underground Rap
0.818,1,0.155,0.962,Underground Rap
0.893,1,0.0838,0.398,Underground Rap
0.799,0,0.516,0.596,Underground Rap
0.874,1,0.0215,0.265,Underground Rap
0.774,1,0.00398,0.271,Underground Rap
0.874,0,0.0452,0.164,Underground Rap
0.518,0,0.0106,0.525,Underground Rap
0.892,1,0.187,0.495,Underground Rap
0.809,1,0.335,0.397,Underground Rap
0.886,1,0.113,0.314,Underground Rap
0.831,1,0.0169,0.782,Underground Rap
0.673,0,0.188,0.47,Underground Rap
0.96,0,0.0878,0.772,Underground Rap
0.814,1,0.185,0.82,Underground Rap
0.484,0,0.196,0.219,Underground Rap
0.792,0,0.00256,0.399,Underground Rap
0.786,1,0.0192,0.373,Underground Rap
0.778,0,0.00376,0.353,Underground Rap
0.589,1,0.42,0.0726,Underground Rap
0.64,1,0.000144,0.207,Underground Rap
0.816,1,0.255,0.265,Underground Rap
0.607,1,0.00641,0.18,Underground Rap
0.956,1,0.0182,0.414,Underground Rap
0.765,0,0.0716,0.702,Underground Rap
0.843,1,0.278,0.441,Underground Rap
0.864,1,0.342,0.262,Underground Rap
0.79,0,0.011,0.415,Underground Rap
0.506,1,0.0683,0.131,Underground Rap
0.789,1,0.0283,0.655,Underground Rap
0.729,0,0.0708,0.69,Underground Rap
0.917,1,0.559,0.186,Underground Rap
0.755,1,0.00188,0.289,Underground Rap
0.697,1,0.384,0.263,Underground Rap
0.796,1,0.0829,0.545,Underground Rap
0.876,1,0.525,0.356,Underground Rap
0.814,1,0.166,0.273,Underground Rap
0.562,1,0.0679,0.188,Underground Rap
0.788,0,0.0162,0.413,Underground Rap
0.778,0,0.0323,0.542,Underground Rap
0.745,0,0.157,0.46,Underground Rap
0.781,0,0.178,0.0771,Underground Rap
0.661,1,0.0149,0.339,Underground Rap
0.929,1,0.0521,0.704,Underground Rap
0.736,1,0.466,0.537,Underground Rap
0.956,1,0.0967,0.887,Underground Rap
0.917,0,0.504,0.486,Underground Rap
0.889,1,0.0216,0.299,Underground Rap
0.783,1,0.149,0.533,Underground Rap
0.522,1,0.112,0.47,Underground Rap
0.69,1,0.0176,0.4,Underground Rap
0.733,1,0.0359,0.29,Underground Rap
0.707,1,0.0113,0.566,Underground Rap
0.592,0,0.612,0.338,Underground Rap
0.761,1,0.379,0.479,Underground Rap
